Ordem,Cond pgto,Condição pagamento
10555116,P025,Demais
10568376,P025,Demais
10581050,P025,Demais
10614781,P025,Demais
10620371,P025,Demais
10636570,P025,Demais
10644124,P025,Demais
10791399,P025,Demais
10861636,P025,Demais
10989682,P025,Demais
11099895,P025,Demais
11122798,P025,Demais
11126767,P025,Demais
11128553,P025,Demais
11133934,P025,Demais
11219850,P025,Demais
11327598,P025,Demais
11565350,P025,Demais
11728282,P025,Demais
11983982,P025,Demais
12837220,P025,Demais
12838605,P025,Demais
12931564,P025,Demais
13014364,P025,Demais
13022502,P025,Demais
13036729,P025,Demais
13043710,P025,Demais
13161558,P025,Demais
13172330,P025,Demais
13880771,P025,Demais
13907358,P025,Demais
13909871,P025,Demais
13920719,P025,Demais
13930747,P025,Demais
13942534,P025,Demais
13953857,P025,Demais
13964804,P025,Demais
14661385,P025,Demais
14661782,P025,Demais
14670305,P025,Demais
14676688,P025,Demais
14685882,P025,Demais
14695070,P025,Demais
14695963,P025,Demais
14699389,P025,Demais
14704972,P025,Demais
14706615,P025,Demais
14708504,P025,Demais
14961945,P025,Demais
15097201,P025,Demais
15370143,P025,Demais
15481191,P025,Demais
15502455,P025,Demais
15523457,P025,Demais
15569650,P025,Demais
15616143,P025,Demais
15770839,P025,Demais
15788681,P025,Demais
16565617,P025,Demais
16611733,P025,Demais
16638326,P025,Demais
16711224,P025,Demais
17297161,P025,Demais
17422246,P025,Demais
17988235,P025,Demais
18007699,P025,Demais
18020067,P025,Demais
18025942,P025,Demais
18027141,P025,Demais
18030025,P025,Demais
18030517,P025,Demais
18036301,P025,Demais
18037432,P025,Demais
18142734,P025,Demais
18207022,P025,Demais
18338152,P025,Demais
18404287,P025,Demais
18409036,P025,Demais
18467981,P025,Demais
18556054,P025,Demais
18636771,P025,Demais
18636772,P025,Demais
18641558,P025,Demais
18682556,P025,Demais
18682557,P025,Demais
18682558,P025,Demais
18684645,P025,Demais
18691089,P025,Demais
18693400,P025,Demais
18697892,P025,Demais
18702474,P025,Demais
18718741,P025,Demais
18718742,P025,Demais
18718743,P025,Demais
18726499,P025,Demais
18726500,P025,Demais
18727195,P025,Demais
18736086,P025,Demais
18736361,P025,Demais
18739153,P025,Demais
18743524,P025,Demais
18744252,P025,Demais
18745530,P025,Demais
18747189,P025,Demais
18747215,P025,Demais
18747528,P025,Demais
18749898,P025,Demais
18751884,P025,Demais
18751885,P025,Demais
18752282,P025,Demais
18752283,P025,Demais
18752284,P025,Demais
18756481,P025,Demais
18756675,P025,Demais
18758191,P025,Demais
18758792,P025,Demais
18759166,P025,Demais
18759252,P025,Demais
18761066,P025,Demais
18761670,P025,Demais
18762076,P025,Demais
18763684,P025,Demais
18764967,P025,Demais
18765189,P025,Demais
18765268,P025,Demais
18766276,P025,Demais
18766277,P025,Demais
18767290,P025,Demais
18767317,P025,Demais
18769384,P025,Demais
18769678,P025,Demais
18770145,P025,Demais
18770146,P025,Demais
18770147,P025,Demais
18770536,P025,Demais
18770588,P025,Demais
18770735,P025,Demais
18772033,P025,Demais
18772523,P025,Demais
18772943,P025,Demais
18772944,P025,Demais
18773141,P025,Demais
18773423,P025,Demais
18773726,P025,Demais
18773727,P025,Demais
18774533,P025,Demais
18774619,P025,Demais
18775014,P025,Demais
18775228,P025,Demais
18775786,P025,Demais
18775823,P025,Demais
18776514,P025,Demais
18776708,P025,Demais
18777514,P025,Demais
18778105,P025,Demais
18778231,P025,Demais
18778846,P025,Demais
18778904,P025,Demais
18779083,P025,Demais
18783711,P025,Demais
18786712,P025,Demais
18806943,P025,Demais
18868615,P025,Demais
18939597,P025,Demais
18942987,P025,Demais
19016848,P025,Demais
19035694,P025,Demais
19037089,P025,Demais
19039083,P025,Demais
19039783,P025,Demais
19039796,P025,Demais
19043159,P025,Demais
19043865,P025,Demais
19044080,P025,Demais
19044497,P025,Demais
19044595,P025,Demais
19046000,P025,Demais
19047478,P025,Demais
19048196,P025,Demais
19048499,P025,Demais
19048579,P025,Demais
19048941,P025,Demais
19049159,P025,Demais
19049398,P025,Demais
19049669,P025,Demais
19051075,P025,Demais
19051958,P025,Demais
19051968,P025,Demais
19052173,P025,Demais
19052628,P025,Demais
19053100,P025,Demais
19053492,P025,Demais
19053741,P025,Demais
19054061,P025,Demais
19054181,P025,Demais
19054898,P025,Demais
19055038,P025,Demais
19055180,P025,Demais
19055287,P025,Demais
19056083,P025,Demais
19056288,P025,Demais
19058269,P025,Demais
19058687,P025,Demais
19060425,P025,Demais
19060585,P025,Demais
19060752,P025,Demais
19060878,P025,Demais
19060944,P025,Demais
19061569,P025,Demais
19061775,P025,Demais
19061949,P025,Demais
19062623,P025,Demais
19062633,P025,Demais
19062745,P025,Demais
19062856,P025,Demais
19062866,P025,Demais
19063345,P025,Demais
19063349,P025,Demais
19063442,P025,Demais
19063518,P025,Demais
19063984,P025,Demais
19064239,P025,Demais
19064537,P025,Demais
19065131,P025,Demais
19065343,P025,Demais
19065420,P025,Demais
19065464,P025,Demais
19066139,P025,Demais
19066232,P025,Demais
19066243,P025,Demais
19066326,P025,Demais
19066515,P025,Demais
19066953,P025,Demais
19067020,P025,Demais
19067058,P025,Demais
19067114,P025,Demais
19067261,P025,Demais
19067315,P025,Demais
19067342,P025,Demais
19067511,P025,Demais
19067844,P025,Demais
19068703,P025,Demais
19068843,P025,Demais
19068915,P025,Demais
19068926,P025,Demais
19069307,P025,Demais
19070223,P025,Demais
19070337,P025,Demais
19071903,P025,Demais
19071915,P025,Demais
19072114,P025,Demais
19072512,P025,Demais
19073250,P025,Demais
19073525,P025,Demais
19073610,P025,Demais
19075408,P025,Demais
19075705,P025,Demais
19076016,P025,Demais
19076312,P025,Demais
19076909,P025,Demais
19090077,P025,Demais
19173578,P025,Demais
19213757,P025,Demais
19218012,P025,Demais
19228697,P025,Demais
19237296,P025,Demais
19238182,P025,Demais
19240083,P025,Demais
19240578,P025,Demais
19240888,P025,Demais
19243074,P025,Demais
19243188,P025,Demais
19243262,P025,Demais
19245077,P025,Demais
19245362,P025,Demais
19245589,P025,Demais
19246299,P025,Demais
19247349,P025,Demais
19248380,P025,Demais
19248595,P025,Demais
19249781,P025,Demais
19249834,P025,Demais
19249941,P025,Demais
19250261,P025,Demais
19250556,P025,Demais
19250559,P025,Demais
19250772,P025,Demais
19251346,P025,Demais
19252181,P025,Demais
19252560,P025,Demais
19252748,P025,Demais
19253164,P025,Demais
19253245,P025,Demais
19253469,P025,Demais
19253642,P025,Demais
19253983,P025,Demais
19254350,P025,Demais
19254479,P025,Demais
19254687,P025,Demais
19254757,P025,Demais
19254949,P025,Demais
19254968,P025,Demais
19255076,P025,Demais
19255251,P025,Demais
19256162,P025,Demais
19256554,P025,Demais
19256557,P025,Demais
19256630,P025,Demais
19256841,P025,Demais
19256854,P025,Demais
19257171,P025,Demais
19257178,P025,Demais
19257179,P025,Demais
19257366,P025,Demais
19258263,P025,Demais
19259134,P025,Demais
19259356,P025,Demais
19259512,P025,Demais
19259619,P025,Demais
19260226,P025,Demais
19260815,P025,Demais
19260939,P025,Demais
19260959,P025,Demais
19261329,P025,Demais
19261331,P025,Demais
19261529,P025,Demais
19261543,P025,Demais
19262017,P025,Demais
19262838,P025,Demais
19262934,P025,Demais
19262935,P025,Demais
19263227,P025,Demais
19264210,P025,Demais
19264222,P025,Demais
19264610,P025,Demais
19264924,P025,Demais
19266208,P025,Demais
19266406,P025,Demais
19268301,P025,Demais
19269107,P025,Demais
19320296,P025,Demais
19328075,P025,Demais
19335405,P025,Demais
19335909,P025,Demais
19341071,P025,Demais
19343684,P025,Demais
19345481,P025,Demais
19345482,P025,Demais
19345484,P025,Demais
19355153,P025,Demais
19355154,P025,Demais
19355170,P025,Demais
19355331,P025,Demais
19355339,P025,Demais
19356082,P025,Demais
19356635,P025,Demais
19375966,P025,Demais
19394874,P025,Demais
19398704,P025,Demais
19418853,P025,Demais
19426877,P025,Demais
19446364,P025,Demais
19452331,P025,Demais
19455746,P025,Demais
19457232,P025,Demais
19457506,P025,Demais
19462803,P025,Demais
19484096,P025,Demais
19484173,P025,Demais
19488051,P025,Demais
19513249,P025,Demais
19544087,P025,Demais
19544088,P025,Demais
19546122,P025,Demais
19548941,P025,Demais
19549438,P025,Demais
19551132,P025,Demais
19552136,P025,Demais
19569579,P025,Demais
19574154,P025,Demais
19584140,P025,Demais
19589270,P025,Demais
19593847,P025,Demais
19602989,P025,Demais
19607261,P025,Demais
19623123,P025,Demais
19624395,P025,Demais
19628627,P025,Demais
19630893,P025,Demais
19632084,P025,Demais
19633266,P025,Demais
19633368,P025,Demais
19635271,P025,Demais
19636085,P025,Demais
19638267,P025,Demais
19640070,P025,Demais
19640176,P025,Demais
19642098,P025,Demais
19643849,P025,Demais
19644689,P025,Demais
19645038,P025,Demais
19645342,P025,Demais
19646103,P025,Demais
19649345,P025,Demais
19653817,P025,Demais
19653818,P025,Demais
19655811,P025,Demais
6877649,P025,Demais
6883636,P025,Demais
6910752,P025,Demais
7906048,P025,Demais
7914634,P025,Demais
8455371,P025,Demais
8883864,P025,Demais
9182351,P025,Demais
9331615,P025,Demais
9374357,P025,Demais
9390681,P025,Demais
9424847,P025,Demais
9427547,P025,Demais
9433322,P025,Demais
9434909,P025,Demais
9446385,P025,Demais
9466236,P025,Demais
9502572,P025,Demais
9662564,P025,Demais
9670581,P025,Demais
9677982,P025,Demais
9693477,P025,Demais
9769783,P025,Demais
9942841,P025,Demais
9974490,P025,Demais
9981413,P025,Demais
9982992,P025,Demais
9984455,P025,Demais
9985039,P025,Demais
9987281,P025,Demais
9987394,P025,Demais
9999363,P025,Demais
6014707,P025,Demais
10000543,P026,Demais
10031670,P026,Demais
101063,P026,Demais
10212580,P026,Demais
10295400,P026,Demais
10309688,P026,Demais
10323142,P026,Demais
10324130,P026,Demais
10356724,P026,Demais
10365943,P026,Demais
10554055,P026,Demais
10561610,P026,Demais
10609725,P026,Demais
10728863,P026,Demais
10747729,P026,Demais
10748516,P026,Demais
11045879,P026,Demais
11064623,P026,Demais
11098499,P026,Demais
11110862,P026,Demais
11113899,P026,Demais
11126322,P026,Demais
11241251,P026,Demais
11250118,P026,Demais
11387608,P026,Demais
11494865,P026,Demais
11501175,P026,Demais
11510729,P026,Demais
11530713,P026,Demais
11657756,P026,Demais
11930290,P026,Demais
12013491,P026,Demais
12053637,P026,Demais
12234281,P026,Demais
12318534,P026,Demais
12338307,P026,Demais
12842058,P026,Demais
12973893,P026,Demais
12981139,P026,Demais
12992264,P026,Demais
12993958,P026,Demais
12998700,P026,Demais
12998771,P026,Demais
12999734,P026,Demais
13000716,P026,Demais
13000717,P026,Demais
13001726,P026,Demais
13038908,P026,Demais
13626711,P026,Demais
13719189,P026,Demais
13812208,P026,Demais
13837295,P026,Demais
13840915,P026,Demais
13886062,P026,Demais
13890365,P026,Demais
13901635,P026,Demais
13910727,P026,Demais
13912878,P026,Demais
13921734,P026,Demais
13941371,P026,Demais
13951233,P026,Demais
13956912,P026,Demais
14038407,P026,Demais
14067019,P026,Demais
14135252,P026,Demais
14180177,P026,Demais
14201115,P026,Demais
14203133,P026,Demais
14209522,P026,Demais
14233184,P026,Demais
14302696,P026,Demais
14646748,P026,Demais
14646947,P026,Demais
14648492,P026,Demais
14662059,P026,Demais
14670145,P026,Demais
14683919,P026,Demais
14684822,P026,Demais
14704169,P026,Demais
14707139,P026,Demais
15030184,P026,Demais
15078689,P026,Demais
15100794,P026,Demais
15402328,P026,Demais
15560822,P026,Demais
15560900,P026,Demais
15596904,P026,Demais
15667256,P026,Demais
16093745,P026,Demais
16153530,P026,Demais
16672312,P026,Demais
16963390,P026,Demais
17748766,P026,Demais
17878992,P026,Demais
18035930,P026,Demais
18036820,P026,Demais
18182954,P026,Demais
18353327,P026,Demais
18413717,P026,Demais
18658689,P026,Demais
18675700,P026,Demais
18678176,P026,Demais
18693084,P026,Demais
18699759,P026,Demais
18711956,P026,Demais
18721258,P026,Demais
18724739,P026,Demais
18732616,P026,Demais
18734319,P026,Demais
18736310,P026,Demais
18736362,P026,Demais
18737202,P026,Demais
18737304,P026,Demais
18752003,P026,Demais
18755484,P026,Demais
18757465,P026,Demais
18764875,P026,Demais
18766572,P026,Demais
18767762,P026,Demais
18769092,P026,Demais
18769466,P026,Demais
18770276,P026,Demais
18773954,P026,Demais
18777131,P026,Demais
18778731,P026,Demais
18779406,P026,Demais
18781708,P026,Demais
18785147,P026,Demais
18788919,P026,Demais
18863923,P026,Demais
18864127,P026,Demais
18910886,P026,Demais
18927600,P026,Demais
19021284,P026,Demais
19033575,P026,Demais
19039777,P026,Demais
19039794,P026,Demais
19043998,P026,Demais
19047470,P026,Demais
19048188,P026,Demais
19049662,P026,Demais
19049678,P026,Demais
19051361,P026,Demais
19052097,P026,Demais
19055483,P026,Demais
19056261,P026,Demais
19058278,P026,Demais
19060640,P026,Demais
19061559,P026,Demais
19061743,P026,Demais
19062153,P026,Demais
19062659,P026,Demais
19062943,P026,Demais
19064687,P026,Demais
19067618,P026,Demais
19069618,P026,Demais
19070803,P026,Demais
19071106,P026,Demais
19072119,P026,Demais
19073434,P026,Demais
19073607,P026,Demais
19078705,P026,Demais
19212159,P026,Demais
19212160,P026,Demais
19214667,P026,Demais
19235290,P026,Demais
19238065,P026,Demais
19243583,P026,Demais
19248829,P026,Demais
19249391,P026,Demais
19250079,P026,Demais
19250970,P026,Demais
19251469,P026,Demais
19251666,P026,Demais
19252164,P026,Demais
19252473,P026,Demais
19253773,P026,Demais
19254188,P026,Demais
19254470,P026,Demais
19256156,P026,Demais
19256943,P026,Demais
19260225,P026,Demais
19262917,P026,Demais
19265612,P026,Demais
19266025,P026,Demais
19267315,P026,Demais
19268107,P026,Demais
19269007,P026,Demais
19274871,P026,Demais
19297195,P026,Demais
19317549,P026,Demais
19321227,P026,Demais
19324633,P026,Demais
19328009,P026,Demais
19328064,P026,Demais
19330637,P026,Demais
19331477,P026,Demais
19343777,P026,Demais
19360591,P026,Demais
19431399,P026,Demais
19441641,P026,Demais
19444947,P026,Demais
19454918,P026,Demais
19502272,P026,Demais
19508007,P026,Demais
19514463,P026,Demais
19532353,P026,Demais
19576354,P026,Demais
19581610,P026,Demais
19584535,P026,Demais
19589786,P026,Demais
19590982,P026,Demais
19593639,P026,Demais
19621881,P026,Demais
19622300,P026,Demais
19626737,P026,Demais
19627740,P026,Demais
19630510,P026,Demais
19638378,P026,Demais
19640969,P026,Demais
19644545,P026,Demais
19653086,P026,Demais
19653346,P026,Demais
19653511,P026,Demais
19654460,P026,Demais
19654754,P026,Demais
19655073,P026,Demais
19656339,P026,Demais
19657116,P026,Demais
19657839,P026,Demais
19657842,P026,Demais
19659227,P026,Demais
19661914,P026,Demais
19663439,P026,Demais
19665902,P026,Demais
6385946,P026,Demais
6860187,P026,Demais
6870038,P026,Demais
7923023,P026,Demais
9117886,P026,Demais
9166884,P026,Demais
9181535,P026,Demais
9264875,P026,Demais
9316792,P026,Demais
9329956,P026,Demais
9331374,P026,Demais
9364386,P026,Demais
9376442,P026,Demais
9378942,P026,Demais
9401720,P026,Demais
9405752,P026,Demais
9775344,P026,Demais
9777537,P026,Demais
9977198,P026,Demais
9977353,P026,Demais
9979423,P026,Demais
9995468,P026,Demais
10249417,P027,Demais
13790748,P027,Demais
13875696,P027,Demais
13954993,P027,Demais
14208112,P027,Demais
14641138,P027,Demais
15145140,P027,Demais
15457672,P027,Demais
16786400,P027,Demais
16892974,P027,Demais
16969206,P027,Demais
18676089,P027,Demais
18702448,P027,Demais
18749557,P027,Demais
18760101,P027,Demais
18768718,P027,Demais
18768719,P027,Demais
18768906,P027,Demais
18776629,P027,Demais
18780645,P027,Demais
18783330,P027,Demais
18808832,P027,Demais
18877888,P027,Demais
19043062,P027,Demais
19049887,P027,Demais
19050489,P027,Demais
19061549,P027,Demais
19078805,P027,Demais
19201324,P027,Demais
19210526,P027,Demais
19215576,P027,Demais
19247594,P027,Demais
19253331,P027,Demais
19254751,P027,Demais
19254957,P027,Demais
19257638,P027,Demais
19348115,P027,Demais
19473048,P027,Demais
19475109,P027,Demais
19577194,P027,Demais
19587764,P027,Demais
19616324,P027,Demais
19618294,P027,Demais
19621468,P027,Demais
19627901,P027,Demais
19632876,P027,Demais
19637943,P027,Demais
19641734,P027,Demais
19642978,P027,Demais
19643038,P027,Demais
19648418,P027,Demais
19648836,P027,Demais
19650765,P027,Demais
19661577,P027,Demais
19666511,P027,Demais
19667109,P027,Demais
6933819,P027,Demais
6939608,P027,Demais
7059635,P027,Demais
7312552,P027,Demais
9539500,P027,Demais
15751852,P044,Demais
12923598,P046,Demais
10148535,P055,Demais
10160424,P055,Demais
13789351,P055,Demais
18545068,P064,Demais
18569323,P064,Demais
15481822,C009,Demais
15504574,C009,Demais
15532391,C009,Demais
15573669,C009,Demais
15582734,C009,Demais
15611687,C009,Demais
15680081,C009,Demais
15682945,C009,Demais
15697634,C009,Demais
15701503,C009,Demais
15706640,C009,Demais
15711331,C009,Demais
15723920,C009,Demais
15757394,C009,Demais
15777631,C009,Demais
15784511,C009,Demais
15846762,C009,Demais
15969294,C009,Demais
15969296,C009,Demais
16032755,C009,Demais
16060596,C009,Demais
16061781,C009,Demais
16063452,C009,Demais
16069942,C009,Demais
16074954,C009,Demais
16075120,C009,Demais
16128328,C009,Demais
16134477,C009,Demais
16141541,C009,Demais
16142040,C009,Demais
16143229,C009,Demais
16143230,C009,Demais
16174146,C009,Demais
16202689,C009,Demais
16204440,C009,Demais
16204456,C009,Demais
16204457,C009,Demais
16207037,C009,Demais
16207480,C009,Demais
16212066,C009,Demais
16215272,C009,Demais
16215273,C009,Demais
16216065,C009,Demais
16218720,C009,Demais
16218728,C009,Demais
16218729,C009,Demais
16218732,C009,Demais
16218735,C009,Demais
16222225,C009,Demais
16222907,C009,Demais
16224120,C009,Demais
16224819,C009,Demais
16240063,C009,Demais
16243623,C009,Demais
16251162,C009,Demais
16252717,C009,Demais
16261725,C009,Demais
16263731,C009,Demais
16280514,C009,Demais
16280516,C009,Demais
16304324,C009,Demais
16313374,C009,Demais
16335583,C009,Demais
16348616,C009,Demais
16359001,C009,Demais
16375265,C009,Demais
16383675,C009,Demais
16386268,C009,Demais
16386270,C009,Demais
16386757,C009,Demais
16398182,C009,Demais
16399346,C009,Demais
16401629,C009,Demais
16421320,C009,Demais
16425430,C009,Demais
16425437,C009,Demais
16425441,C009,Demais
16429143,C009,Demais
16430061,C009,Demais
16441642,C009,Demais
16457903,C009,Demais
16475326,C009,Demais
16499027,C009,Demais
16502298,C009,Demais
16502609,C009,Demais
16530698,C009,Demais
16542546,C009,Demais
16545493,C009,Demais
16554156,C009,Demais
16566843,C009,Demais
16572026,C009,Demais
16601235,C009,Demais
16605107,C009,Demais
16612371,C009,Demais
16619286,C009,Demais
16629595,C009,Demais
16630845,C009,Demais
16638764,C009,Demais
16639453,C009,Demais
16639810,C009,Demais
16641895,C009,Demais
16645093,C009,Demais
16649590,C009,Demais
16650123,C009,Demais
16652598,C009,Demais
16653519,C009,Demais
16654249,C009,Demais
16655145,C009,Demais
16664633,C009,Demais
16670559,C009,Demais
16672891,C009,Demais
16676982,C009,Demais
16676984,C009,Demais
16676985,C009,Demais
16688691,C009,Demais
16693735,C009,Demais
16694150,C009,Demais
16695817,C009,Demais
16696729,C009,Demais
16698719,C009,Demais
16698720,C009,Demais
16700710,C009,Demais
16703988,C009,Demais
16708674,C009,Demais
16710978,C009,Demais
16718218,C009,Demais
16727298,C009,Demais
16730222,C009,Demais
16730422,C009,Demais
16733189,C009,Demais
16733371,C009,Demais
16735440,C009,Demais
16736483,C009,Demais
16736488,C009,Demais
16739767,C009,Demais
16745059,C009,Demais
16745578,C009,Demais
16747730,C009,Demais
16748080,C009,Demais
16748506,C009,Demais
16748507,C009,Demais
16749822,C009,Demais
16752578,C009,Demais
16753405,C009,Demais
16754647,C009,Demais
16755348,C009,Demais
16755929,C009,Demais
16756858,C009,Demais
16757229,C009,Demais
16757857,C009,Demais
16759493,C009,Demais
16759494,C009,Demais
16760646,C009,Demais
16764097,C009,Demais
16770427,C009,Demais
16772298,C009,Demais
16772702,C009,Demais
16774462,C009,Demais
16776166,C009,Demais
16780555,C009,Demais
16784060,C009,Demais
16784567,C009,Demais
16784568,C009,Demais
16784569,C009,Demais
16788251,C009,Demais
16788997,C009,Demais
16790230,C009,Demais
16791181,C009,Demais
16793205,C009,Demais
16794002,C009,Demais
16801983,C009,Demais
16813367,C009,Demais
16813489,C009,Demais
16814252,C009,Demais
16816969,C009,Demais
16817390,C009,Demais
16817394,C009,Demais
16819162,C009,Demais
16820045,C009,Demais
16821362,C009,Demais
16822629,C009,Demais
16823246,C009,Demais
16825052,C009,Demais
16826487,C009,Demais
16827095,C009,Demais
16827096,C009,Demais
16827487,C009,Demais
16827489,C009,Demais
16827519,C009,Demais
16827815,C009,Demais
16828384,C009,Demais
16830243,C009,Demais
16831839,C009,Demais
16836434,C009,Demais
16836654,C009,Demais
16838004,C009,Demais
16838321,C009,Demais
16841344,C009,Demais
16842756,C009,Demais
16842757,C009,Demais
16843408,C009,Demais
16845534,C009,Demais
16846185,C009,Demais
16846423,C009,Demais
16847536,C009,Demais
16847537,C009,Demais
16847644,C009,Demais
16847723,C009,Demais
16848646,C009,Demais
16852023,C009,Demais
16852815,C009,Demais
16855130,C009,Demais
16855541,C009,Demais
16857703,C009,Demais
16858027,C009,Demais
16858908,C009,Demais
16861808,C009,Demais
16861909,C009,Demais
16862904,C009,Demais
16862905,C009,Demais
16863861,C009,Demais
16886350,C009,Demais
16888886,C009,Demais
16893255,C009,Demais
16893257,C009,Demais
16898356,C009,Demais
16899920,C009,Demais
16899922,C009,Demais
16900921,C009,Demais
16902949,C009,Demais
16903361,C009,Demais
16904008,C009,Demais
16906459,C009,Demais
16907389,C009,Demais
16907550,C009,Demais
16907551,C009,Demais
16908149,C009,Demais
16909258,C009,Demais
16909259,C009,Demais
16909428,C009,Demais
16913352,C009,Demais
16914057,C009,Demais
16914583,C009,Demais
16918400,C009,Demais
16923589,C009,Demais
16930137,C009,Demais
16930161,C009,Demais
16930162,C009,Demais
16930888,C009,Demais
16933495,C009,Demais
16933878,C009,Demais
16933995,C009,Demais
16935185,C009,Demais
16935186,C009,Demais
16936225,C009,Demais
16939669,C009,Demais
16940311,C009,Demais
16940837,C009,Demais
16941001,C009,Demais
16941002,C009,Demais
16942527,C009,Demais
16942559,C009,Demais
16943328,C009,Demais
16945509,C009,Demais
16945944,C009,Demais
16945946,C009,Demais
16945950,C009,Demais
16948319,C009,Demais
16948440,C009,Demais
16949643,C009,Demais
16949644,C009,Demais
16949809,C009,Demais
16949810,C009,Demais
16949812,C009,Demais
16950923,C009,Demais
16953016,C009,Demais
16954719,C009,Demais
16955417,C009,Demais
16955418,C009,Demais
16960336,C009,Demais
16961838,C009,Demais
16964324,C009,Demais
16964549,C009,Demais
16966116,C009,Demais
16966117,C009,Demais
16966913,C009,Demais
16966914,C009,Demais
16969057,C009,Demais
16972123,C009,Demais
16972512,C009,Demais
16975228,C009,Demais
16977410,C009,Demais
16991002,C009,Demais
17059468,C009,Demais
17059785,C009,Demais
17065054,C009,Demais
17068128,C009,Demais
17088795,C009,Demais
17103188,C009,Demais
17112765,C009,Demais
17143335,C009,Demais
17144572,C009,Demais
17146862,C009,Demais
17154521,C009,Demais
17160864,C009,Demais
17161493,C009,Demais
17162299,C009,Demais
17162737,C009,Demais
17168289,C009,Demais
17169974,C009,Demais
17173297,C009,Demais
17174185,C009,Demais
17174187,C009,Demais
17174326,C009,Demais
17175997,C009,Demais
17176174,C009,Demais
17176670,C009,Demais
17177395,C009,Demais
17177979,C009,Demais
17178659,C009,Demais
17179640,C009,Demais
17181595,C009,Demais
17185339,C009,Demais
17187194,C009,Demais
17187674,C009,Demais
17188135,C009,Demais
17189620,C009,Demais
17191781,C009,Demais
17191822,C009,Demais
17192402,C009,Demais
17193005,C009,Demais
17193204,C009,Demais
17193680,C009,Demais
17195013,C009,Demais
17200297,C009,Demais
17202786,C009,Demais
17215860,C009,Demais
17218379,C009,Demais
17218857,C009,Demais
17218957,C009,Demais
17219958,C009,Demais
17224032,C009,Demais
17224319,C009,Demais
17227207,C009,Demais
17227208,C009,Demais
17227563,C009,Demais
17227605,C009,Demais
17241402,C009,Demais
17249493,C009,Demais
17272625,C009,Demais
17277170,C009,Demais
17279225,C009,Demais
17280141,C009,Demais
17283443,C009,Demais
17284933,C009,Demais
17285322,C009,Demais
17311432,C009,Demais
17315583,C009,Demais
17316300,C009,Demais
17321281,C009,Demais
17341575,C009,Demais
17359384,C009,Demais
17368211,C009,Demais
17371953,C009,Demais
17381460,C009,Demais
17384879,C009,Demais
17385569,C009,Demais
17406670,C009,Demais
17408752,C009,Demais
17410712,C009,Demais
17429131,C009,Demais
17431303,C009,Demais
17444548,C009,Demais
17464264,C009,Demais
17465149,C009,Demais
17465395,C009,Demais
17465396,C009,Demais
17470819,C009,Demais
17470911,C009,Demais
17472710,C009,Demais
17476565,C009,Demais
17476567,C009,Demais
17476568,C009,Demais
17477590,C009,Demais
17479754,C009,Demais
17481670,C009,Demais
17482963,C009,Demais
17482965,C009,Demais
17482966,C009,Demais
17482967,C009,Demais
17482968,C009,Demais
17484579,C009,Demais
17489240,C009,Demais
17489241,C009,Demais
17489524,C009,Demais
17489525,C009,Demais
17489526,C009,Demais
17489527,C009,Demais
17490415,C009,Demais
17492531,C009,Demais
17492533,C009,Demais
17494507,C009,Demais
17494905,C009,Demais
17494906,C009,Demais
17495201,C009,Demais
17495202,C009,Demais
17495203,C009,Demais
17495204,C009,Demais
17495205,C009,Demais
17495206,C009,Demais
17495207,C009,Demais
17495208,C009,Demais
17518652,C009,Demais
17520935,C009,Demais
17559337,C009,Demais
17563251,C009,Demais
17589577,C009,Demais
17597801,C009,Demais
17637900,C009,Demais
17648357,C009,Demais
17652530,C009,Demais
17653965,C009,Demais
17657481,C009,Demais
17662192,C009,Demais
17692901,C009,Demais
17708911,C009,Demais
17725946,C009,Demais
17736727,C009,Demais
17751095,C009,Demais
17755257,C009,Demais
17759051,C009,Demais
17775695,C009,Demais
17811776,C009,Demais
17830459,C009,Demais
17841987,C009,Demais
17844500,C009,Demais
17853822,C009,Demais
17854212,C009,Demais
17870043,C009,Demais
17871755,C009,Demais
17871910,C009,Demais
17872327,C009,Demais
17876339,C009,Demais
17876467,C009,Demais
17876494,C009,Demais
17877767,C009,Demais
17877929,C009,Demais
17880166,C009,Demais
17880672,C009,Demais
17885366,C009,Demais
17886293,C009,Demais
17886330,C009,Demais
17886441,C009,Demais
17887426,C009,Demais
17887470,C009,Demais
17887702,C009,Demais
17887762,C009,Demais
17888037,C009,Demais
17888203,C009,Demais
17888720,C009,Demais
17888739,C009,Demais
17888864,C009,Demais
17888869,C009,Demais
17889759,C009,Demais
17890739,C009,Demais
17890742,C009,Demais
17890892,C009,Demais
17891110,C009,Demais
17891249,C009,Demais
17891253,C009,Demais
17891325,C009,Demais
17891398,C009,Demais
17891597,C009,Demais
17892107,C009,Demais
17894825,C009,Demais
17895424,C009,Demais
17895852,C009,Demais
17895865,C009,Demais
17895963,C009,Demais
17899211,C009,Demais
17899222,C009,Demais
17899465,C009,Demais
17900274,C009,Demais
17900296,C009,Demais
17900485,C009,Demais
17900598,C009,Demais
17900599,C009,Demais
17900600,C009,Demais
17907585,C009,Demais
17910700,C009,Demais
17913162,C009,Demais
17913796,C009,Demais
17914596,C009,Demais
17914868,C009,Demais
17914870,C009,Demais
17914878,C009,Demais
17914883,C009,Demais
17915181,C009,Demais
17915325,C009,Demais
17915329,C009,Demais
17915331,C009,Demais
17915444,C009,Demais
17915727,C009,Demais
17915743,C009,Demais
17915746,C009,Demais
17916104,C009,Demais
